al_#,Title,AL# FY,Agency,Sub-agency,FPI GWO,GWO ID
17.503,Occupational Safety and Health State Program,FY24,Department of Labor,Occupational Safety and Health Administration,Increase Occupational Safety and Health,D1
17.504,Consultation Agreements,FY24,Department of Labor,Occupational Safety and Health Administration,Increase Occupational Safety and Health,D1
17.6,Mine Health and Safety Grants,FY24,Department of Labor,Mine Safety and Health Administration,Increase Occupational Safety and Health,D1
17.603,Brookwood-Sago Grant,FY24,Department of Labor,Mine Safety and Health Administration,Increase Occupational Safety and Health,D1
17.604,Safety and Health Grants,FY24,Department of Labor,Mine Safety and Health Administration,Increase Occupational Safety and Health,D1
66.72,PRIA 5: Farm Worker and Health Care Provider Training and Education Grants,FY24,Environmental Protection Agency,N/A,Increase Occupational Safety and Health,D1
87.002,Virginia Graeme Baker Pool and Spa Safety,FY24,Consumer Product Safety Commission,N/A,Strengthen Consumer Safety ,D2
93.367,Flexible Funding Model - Infrastructure Development and Maintenance for State Manufactured Food Regulatory Programs,FY24,Department of Health and Human Services,Food and Drug Administration,Strengthen Consumer Safety ,D2
93.876,Antimicrobial Resistance Surveillance in Retail Food Specimens,FY24,Department of Health and Human Services,Food and Drug Administration,Strengthen Consumer Safety ,D2
10.18,Meat and Poultry Inspection Readiness Grants ''' Supplemental Funding,FY24,Department of Agriculture,Agricultural Marketing Service,Strengthen Consumer Safety ,D2
10.328,Food Safety Outreach Program,FY24,Department of Agriculture,National Institute of Food and Agriculture,Strengthen Consumer Safety ,D2
10.475,Cooperative Agreements with States for Intrastate Meat and Poultry Inspection,FY24,Department of Agriculture,Food Safety and Inspection Service,Strengthen Consumer Safety ,D2
10.477,"Meat, Poultry, and Egg Products Inspection",FY24,Department of Agriculture,Food Safety and Inspection Service,Strengthen Consumer Safety ,D2
10.479,Food Safety Cooperative Agreements,FY24,Department of Agriculture,Food Safety and Inspection Service,Strengthen Consumer Safety ,D2
10.585,FNS Food Safety Grants,FY24,Department of Agriculture,Food and Nutrition Service,Strengthen Consumer Safety ,D2
11.413,Fishery Products Inspection and Certification,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Strengthen Consumer Safety ,D2
21.004,Exchange of Federal Tax Information With State Tax Agencies,FY24,Department of the Treasury,Internal Revenue Service (IRS),Improved Collection of Fees and Receipts ,DS1
15.432,California Refuge Account,FY24,Department of the Interior,Departmental Offices,Improved Collection of Fees and Receipts ,DS1
15.436,Late Disbursement Interest,FY24,Department of the Interior,Departmental Offices,Improved Collection of Fees and Receipts ,DS1
39.007,Sale of Federal Surplus Personal Property,FY24,General Services Administration,N/A,Improved Collection of Fees and Receipts ,DS1
IN.001,Interest on the Public Debt,FY24,Department of the Treasury,N/A,Improved Collection of Fees and Receipts ,DS1
45.201,Arts and Artifacts Indemnity,FY24,National Endowment for the Arts,N/A,Promote the Arts and Humanities,E1
45.024,Promotion of the Arts Grants to Organizations and Individuals,FY24,National Endowment for the Arts,N/A,Promote the Arts and Humanities,E1
45.025,Promotion of the Arts Partnership Agreements,FY24,National Endowment for the Arts,N/A,Promote the Arts and Humanities,E1
45.129,Promotion of the Humanities Federal/State Partnership,FY24,National Endowment for the Humanities,N/A,Promote the Arts and Humanities,E1
45.16,Promotion of the Humanities Fellowships and Stipends,FY24,National Endowment for the Humanities,N/A,Strengthen Skill Development within Arts and Humanities Fields,E2
45.161,Promotion of the Humanities Research,FY24,National Endowment for the Humanities,N/A,Strengthen Skill Development within Arts and Humanities Fields,E2
45.169,Promotion of the Humanities Office of Digital Humanities,FY24,National Endowment for the Humanities,N/A,Strengthen Skill Development within Arts and Humanities Fields,E2
42.012,Connecting Communities Digital Initiative,FY24,Library of Congress,Library of Congress,Strengthen Skill Development within Arts and Humanities Fields,E2
84.351,Arts in Education,FY24,Department of Education,Office of Elementary and Secondary Education,Strengthen Skill Development within Arts and Humanities Fields,E2
45.162,Promotion of the Humanities Teaching and Learning Resources and Curriculum Development,FY24,National Endowment for the Humanities,N/A,Provide Cultural Educational Experiences,E3
12.025,Native American Consultation to Identify Sacred Sites and Traditional Cultural Properties,FY24,Department of Defense,Department of the Army,Provide Cultural Educational Experiences,E3
15.071,Pacific Northwest and Hawaiian Islands Arts,FY24,Department of the Interior,National Park Service,Provide Cultural Educational Experiences,E3
15.159,Cultural Resources Management,FY24,Department of the Interior,Bureau of Indian Education,Provide Cultural Educational Experiences,E3
93.587,Promote the Survival and Continuing Vitality of Native American Languages,FY24,Department of Health and Human Services,Administration for Children and Families,Provide Cultural Educational Experiences,E3
45.031,American Latino Museum Internship and Fellowship Initiative,FY24,The Institute of Museum and Library Services,N/A,Provide Cultural Educational Experiences,E3
45.308,Native American/Native Hawaiian Museum Services Program ,FY24,The Institute of Museum and Library Services,N/A,Provide Cultural Educational Experiences,E3
45.033,Museum Grants for American Latino History and Culture,FY24,The Institute of Museum and Library Services,The Institute of Museum and Library Services,Provide Cultural Educational Experiences,E3
45.309,Museum Grants for African American History and Culture,FY24,The Institute of Museum and Library Services,N/A,Provide Cultural Educational Experiences,E3
42.013,Of the People: Community Collections Grants,FY24,Library of Congress,Library of Congress,Provide Cultural Educational Experiences,E3
84.356,Alaska Native Educational Programs,FY24,Department of Education,Office of Elementary and Secondary Education,Provide Cultural Educational Experiences,E3
84.415,Indian Education National Activities (State Tribal Education Partnership (STEP) and Native American Language (NAL),FY24,Department of Education,Office of Elementary and Secondary Education,Provide Cultural Educational Experiences,E3
84.422,American History and Civics Education,FY24,Department of Education,N/A,Provide Cultural Educational Experiences,E3
45.164,Promotion of the Humanities Public Programs,FY24,National Endowment for the Humanities,N/A,Increase Cultural Understanding,E4
45.13,Promotion of the Humanities Challenge Grants,FY24,National Endowment for the Humanities,N/A,Utilize America's Cultural Institutions,E5
89.001,National Archives Reference Services Historical Research,FY24,National Archives and Records Administration,N/A,Utilize America's Cultural Institutions,E5
89.003,National Historical Publications and Records Grants,FY24,National Archives and Records Administration,N/A,Utilize America's Cultural Institutions,E5
97.01,Citizenship Education and Training,FY24,Department of Homeland Security,Citizenship & Immigration Services,Utilize America's Cultural Institutions,E5
97.14,National Coast Guard Museum Construction,FY24,Department of Homeland Security,United States Coast Guard (USCG),Utilize America's Cultural Institutions,E5
45.301,Museums for America,FY24,The Institute of Museum and Library Services,N/A,Utilize America's Cultural Institutions,E5
45.31,Grants to States,FY24,The Institute of Museum and Library Services,N/A,Utilize America's Cultural Institutions,E5
45.311,Native American and Native Hawaiian Library Services,FY24,The Institute of Museum and Library Services,N/A,Utilize America's Cultural Institutions,E5
45.312,National Leadership Grants,FY24,The Institute of Museum and Library Services,N/A,Utilize America's Cultural Institutions,E5
42.01,Teaching with Primary Sources,FY24,Library of Congress,Library of Congress,Utilize America's Cultural Institutions,E5
42.011,Library of Congress Grants,FY24,Library of Congress,Library of Congress,Utilize America's Cultural Institutions,E5
42.014,Affiliate Centers for the Book Programming Grants,FY24,Library of Congress,Library of Congress,Utilize America's Cultural Institutions,E5
84.017,International Research and Studies,FY24,Department of Education,Department of Education,Utilize America's Cultural Institutions,E5
15.014,Supporting the Lower Mississippi Delta Initiative,FY24,Department of the Interior,National Park Service,Preserve Culturally or Historically Significant Sites or Artifacts ,E6
15.224,Cultural and Paleontological Resources Management,FY24,Department of the Interior,Bureau of Land Management,Preserve Culturally or Historically Significant Sites or Artifacts ,E6
15.922,Native American Graves Protection and Repatriation Act,FY24,Department of the Interior,National Park Service,Preserve Culturally or Historically Significant Sites or Artifacts ,E6
